dt_referencia;no_produto;no_indicador;vr_real
"2015-04-14";"soja";"Soja industrial tipo 1 sc 60 Kg";58.2
"2015-04-14";"trigo";"Trigo pão PH 78 sc 60 Kg";35.27
"2015-04-14";"boi";"Boi em pé arroba";145.73
"2015-04-14";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.18
"2015-04-14";"erva-mate";"Erva-mate folha em barranco arroba";16.28
"2015-04-14";"suíno";"Suíno em pé tipo carne não integrado kg";3.08
"2015-04-14";"vaca";"Vaca em pé (padrão corte) arroba";134.75
"2015-04-14";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";378.55
"2015-04-14";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-15";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-15";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-04-15";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-15";"café em coco";"Café em coco kg renda";6.29
"2015-04-15";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";119.66
"2015-04-15";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";113.04
"2015-04-15";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.41
"2015-04-15";"soja";"Soja industrial tipo 1 sc 60 Kg";57.95
"2015-04-15";"trigo";"Trigo pão PH 78 sc 60 Kg";35.42
"2015-04-15";"boi";"Boi em pé arroba";146.46
"2015-04-15";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.18
"2015-04-15";"erva-mate";"Erva-mate folha em barranco arroba";16.28
"2015-04-15";"suíno";"Suíno em pé tipo carne não integrado kg";3.07
"2015-04-15";"vaca";"Vaca em pé (padrão corte) arroba";135.92
"2015-04-15";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";378.11
"2015-04-15";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-16";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-16";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-04-16";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-16";"café em coco";"Café em coco kg renda";6.3
"2015-04-16";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";123.12
"2015-04-16";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";113.41
"2015-04-16";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.28
"2015-04-16";"soja";"Soja industrial tipo 1 sc 60 Kg";57.7
"2015-04-16";"trigo";"Trigo pão PH 78 sc 60 Kg";35.67
"2015-04-16";"boi";"Boi em pé arroba";146.62
"2015-04-16";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.18
"2015-04-16";"erva-mate";"Erva-mate folha em barranco arroba";16.28
"2015-04-16";"suíno";"Suíno em pé tipo carne não integrado kg";3.01
"2015-04-16";"vaca";"Vaca em pé (padrão corte) arroba";136.23
"2015-04-16";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";378.11
"2015-04-16";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-17";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-17";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-04-17";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-17";"café em coco";"Café em coco kg renda";6.32
"2015-04-17";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";123.12
"2015-04-17";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";111.75
"2015-04-17";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.32
"2015-04-17";"soja";"Soja industrial tipo 1 sc 60 Kg";57.41
"2015-04-17";"trigo";"Trigo pão PH 78 sc 60 Kg";35.76
"2015-04-17";"boi";"Boi em pé arroba";147.26
"2015-04-17";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.17
"2015-04-17";"erva-mate";"Erva-mate folha em barranco arroba";16.28
"2015-04-17";"suíno";"Suíno em pé tipo carne não integrado kg";3.06
"2015-04-17";"vaca";"Vaca em pé (padrão corte) arroba";136.33
"2015-04-17";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";381.77
"2015-04-17";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-20";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-20";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-04-20";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-20";"café em coco";"Café em coco kg renda";6.33
"2015-04-20";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";123.12
"2015-04-20";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";111.75
"2015-04-20";"milho";"Milho amarelo tipo 1 sc 60 Kg";21.3
"2015-04-20";"soja";"Soja industrial tipo 1 sc 60 Kg";57.82
"2015-04-20";"trigo";"Trigo pão PH 78 sc 60 Kg";35.76
"2015-04-20";"boi";"Boi em pé arroba";147.26
"2015-04-20";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.16
"2015-04-20";"erva-mate";"Erva-mate folha em barranco arroba";16.28
"2015-04-20";"suíno";"Suíno em pé tipo carne não integrado kg";2.99
"2015-04-20";"vaca";"Vaca em pé (padrão corte) arroba";136.33
"2015-04-20";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";381.77
"2015-04-20";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-21";"algodão";"Pesquisa descontinuada (Algodão)";""
"2015-04-21";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";""
"2015-04-21";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";""
"2015-04-21";"café em coco";"Café em coco kg renda";""
"2015-04-21";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";""
"2015-04-21";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";""
"2015-04-21";"milho";"Milho amarelo tipo 1 sc 60 Kg";""
"2015-04-21";"soja";"Soja industrial tipo 1 sc 60 Kg";""
"2015-04-21";"trigo";"Trigo pão PH 78 sc 60 Kg";""
"2015-04-21";"boi";"Boi em pé arroba";""
"2015-04-21";"frango vivo";"Pesquisa descontinuada (Frango vivo)";""
"2015-04-21";"erva-mate";"Erva-mate folha em barranco arroba";""
"2015-04-21";"suíno";"Suíno em pé tipo carne não integrado kg";""
"2015-04-21";"vaca";"Vaca em pé (padrão corte) arroba";""
"2015-04-21";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";""
"2015-04-21";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-22";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-22";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-04-22";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-22";"café em coco";"Café em coco kg renda";6.34
"2015-04-22";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";118.46
"2015-04-22";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";107.77
"2015-04-22";"milho";"Milho amarelo tipo 1 sc 60 Kg";20.9
"2015-04-22";"soja";"Soja industrial tipo 1 sc 60 Kg";58.41
"2015-04-22";"trigo";"Trigo pão PH 78 sc 60 Kg";35.84
"2015-04-22";"boi";"Boi em pé arroba";147.37
"2015-04-22";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.16
"2015-04-22";"erva-mate";"Erva-mate folha em barranco arroba";16.28
"2015-04-22";"suíno";"Suíno em pé tipo carne não integrado kg";3.01
"2015-04-22";"vaca";"Vaca em pé (padrão corte) arroba";136.91
"2015-04-22";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";385.1
"2015-04-22";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-23";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-23";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-04-23";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-23";"café em coco";"Café em coco kg renda";6.34
"2015-04-23";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";117.58
"2015-04-23";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";106.44
"2015-04-23";"milho";"Milho amarelo tipo 1 sc 60 Kg";20.73
"2015-04-23";"soja";"Soja industrial tipo 1 sc 60 Kg";57.93
"2015-04-23";"trigo";"Trigo pão PH 78 sc 60 Kg";36.01
"2015-04-23";"boi";"Boi em pé arroba";147.37
"2015-04-23";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.16
"2015-04-23";"erva-mate";"Erva-mate folha em barranco arroba";16.28
"2015-04-23";"suíno";"Suíno em pé tipo carne não integrado kg";2.99
"2015-04-23";"vaca";"Vaca em pé (padrão corte) arroba";137.12
"2015-04-23";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";388.05
"2015-04-23";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-24";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-24";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-04-24";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-24";"café em coco";"Café em coco kg renda";6.35
"2015-04-24";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";117.58
"2015-04-24";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";105.21
"2015-04-24";"milho";"Milho amarelo tipo 1 sc 60 Kg";20.68
"2015-04-24";"soja";"Soja industrial tipo 1 sc 60 Kg";57.28
"2015-04-24";"trigo";"Trigo pão PH 78 sc 60 Kg";36.06
"2015-04-24";"boi";"Boi em pé arroba";147.43
"2015-04-24";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.16
"2015-04-24";"erva-mate";"Erva-mate folha em barranco arroba";16.28
"2015-04-24";"suíno";"Suíno em pé tipo carne não integrado kg";2.91
"2015-04-24";"vaca";"Vaca em pé (padrão corte) arroba";137.15
"2015-04-24";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";386.12
"2015-04-24";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-27";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-27";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-04-27";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-27";"café em coco";"Café em coco kg renda";6.25
"2015-04-27";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";117.58
"2015-04-27";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";104.43
"2015-04-27";"milho";"Milho amarelo tipo 1 sc 60 Kg";20.61
"2015-04-27";"soja";"Soja industrial tipo 1 sc 60 Kg";57.05
"2015-04-27";"trigo";"Trigo pão PH 78 sc 60 Kg";35.96
"2015-04-27";"boi";"Boi em pé arroba";147.51
"2015-04-27";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.14
"2015-04-27";"erva-mate";"Erva-mate folha em barranco arroba";16.28
"2015-04-27";"suíno";"Suíno em pé tipo carne não integrado kg";2.9
"2015-04-27";"vaca";"Vaca em pé (padrão corte) arroba";136.93
"2015-04-27";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";390.31
"2015-04-27";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-28";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-28";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";52.0
"2015-04-28";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-28";"café em coco";"Café em coco kg renda";6.13
"2015-04-28";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";119.68
"2015-04-28";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";103.16
"2015-04-28";"milho";"Milho amarelo tipo 1 sc 60 Kg";20.29
"2015-04-28";"soja";"Soja industrial tipo 1 sc 60 Kg";56.09
"2015-04-28";"trigo";"Trigo pão PH 78 sc 60 Kg";36.07
"2015-04-28";"boi";"Boi em pé arroba";147.6
"2015-04-28";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.14
"2015-04-28";"erva-mate";"Erva-mate folha em barranco arroba";16.28
"2015-04-28";"suíno";"Suíno em pé tipo carne não integrado kg";2.9
"2015-04-28";"vaca";"Vaca em pé (padrão corte) arroba";137.03
"2015-04-28";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";375.06
"2015-04-28";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-29";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-29";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-04-29";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-29";"café em coco";"Café em coco kg renda";6.14
"2015-04-29";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";117.37
"2015-04-29";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";103.54
"2015-04-29";"milho";"Milho amarelo tipo 1 sc 60 Kg";20.13
"2015-04-29";"soja";"Soja industrial tipo 1 sc 60 Kg";56.43
"2015-04-29";"trigo";"Trigo pão PH 78 sc 60 Kg";35.65
"2015-04-29";"boi";"Boi em pé arroba";146.85
"2015-04-29";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.16
"2015-04-29";"erva-mate";"Erva-mate folha em barranco arroba";16.96
"2015-04-29";"suíno";"Suíno em pé tipo carne não integrado kg";2.88
"2015-04-29";"vaca";"Vaca em pé (padrão corte) arroba";136.97
"2015-04-29";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";377.58
"2015-04-29";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-04-30";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-04-30";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-04-30";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-04-30";"café em coco";"Café em coco kg renda";6.13
"2015-04-30";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";117.37
"2015-04-30";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";103.54
"2015-04-30";"milho";"Milho amarelo tipo 1 sc 60 Kg";20.11
"2015-04-30";"soja";"Soja industrial tipo 1 sc 60 Kg";57.59
"2015-04-30";"trigo";"Trigo pão PH 78 sc 60 Kg";35.64
"2015-04-30";"boi";"Boi em pé arroba";146.37
"2015-04-30";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.13
"2015-04-30";"erva-mate";"Erva-mate folha em barranco arroba";16.96
"2015-04-30";"suíno";"Suíno em pé tipo carne não integrado kg";2.93
"2015-04-30";"vaca";"Vaca em pé (padrão corte) arroba";136.02
"2015-04-30";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";376.56
"2015-04-30";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-05-01";"algodão";"Pesquisa descontinuada (Algodão)";""
"2015-05-01";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";""
"2015-05-01";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";""
"2015-05-01";"café em coco";"Café em coco kg renda";""
"2015-05-01";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";""
"2015-05-01";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";""
"2015-05-01";"milho";"Milho amarelo tipo 1 sc 60 Kg";""
"2015-05-01";"soja";"Soja industrial tipo 1 sc 60 Kg";""
"2015-05-01";"trigo";"Trigo pão PH 78 sc 60 Kg";""
"2015-05-01";"boi";"Boi em pé arroba";""
"2015-05-01";"frango vivo";"Pesquisa descontinuada (Frango vivo)";""
"2015-05-01";"erva-mate";"Erva-mate folha em barranco arroba";""
"2015-05-01";"suíno";"Suíno em pé tipo carne não integrado kg";""
"2015-05-01";"vaca";"Vaca em pé (padrão corte) arroba";""
"2015-05-01";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";""
"2015-05-01";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-05-04";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-05-04";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-05-04";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-05-04";"café em coco";"Café em coco kg renda";6.02
"2015-05-04";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";110.34
"2015-05-04";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";103.07
"2015-05-04";"milho";"Milho amarelo tipo 1 sc 60 Kg";19.99
"2015-05-04";"soja";"Soja industrial tipo 1 sc 60 Kg";58.58
"2015-05-04";"trigo";"Trigo pão PH 78 sc 60 Kg";35.68
"2015-05-04";"boi";"Boi em pé arroba";147.35
"2015-05-04";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.16
"2015-05-04";"erva-mate";"Erva-mate folha em barranco arroba";16.96
"2015-05-04";"suíno";"Suíno em pé tipo carne não integrado kg";2.86
"2015-05-04";"vaca";"Vaca em pé (padrão corte) arroba";137.58
"2015-05-04";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";378.62
"2015-05-04";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-05-05";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-05-05";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";54.0
"2015-05-05";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-05-05";"café em coco";"Café em coco kg renda";6.02
"2015-05-05";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";107.8
"2015-05-05";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";95.94
"2015-05-05";"milho";"Milho amarelo tipo 1 sc 60 Kg";20.15
"2015-05-05";"soja";"Soja industrial tipo 1 sc 60 Kg";59.5
"2015-05-05";"trigo";"Trigo pão PH 78 sc 60 Kg";35.68
"2015-05-05";"boi";"Boi em pé arroba";147.08
"2015-05-05";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.14
"2015-05-05";"erva-mate";"Erva-mate folha em barranco arroba";16.86
"2015-05-05";"suíno";"Suíno em pé tipo carne não integrado kg";2.84
"2015-05-05";"vaca";"Vaca em pé (padrão corte) arroba";137.38
"2015-05-05";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";375.08
"2015-05-05";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-05-06";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-05-06";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";54.0
"2015-05-06";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-05-06";"café em coco";"Café em coco kg renda";6.01
"2015-05-06";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";107.8
"2015-05-06";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";95.04
"2015-05-06";"milho";"Milho amarelo tipo 1 sc 60 Kg";20.02
"2015-05-06";"soja";"Soja industrial tipo 1 sc 60 Kg";59.37
"2015-05-06";"trigo";"Trigo pão PH 78 sc 60 Kg";35.84
"2015-05-06";"boi";"Boi em pé arroba";146.94
"2015-05-06";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.14
"2015-05-06";"erva-mate";"Erva-mate folha em barranco arroba";16.81
"2015-05-06";"suíno";"Suíno em pé tipo carne não integrado kg";2.84
"2015-05-06";"vaca";"Vaca em pé (padrão corte) arroba";137.37
"2015-05-06";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";374.67
"2015-05-06";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-05-07";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-05-07";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";54.0
"2015-05-07";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-05-07";"café em coco";"Café em coco kg renda";6.0
"2015-05-07";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";109.06
"2015-05-07";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";94.44
"2015-05-07";"milho";"Milho amarelo tipo 1 sc 60 Kg";19.86
"2015-05-07";"soja";"Soja industrial tipo 1 sc 60 Kg";58.69
"2015-05-07";"trigo";"Trigo pão PH 78 sc 60 Kg";35.84
"2015-05-07";"boi";"Boi em pé arroba";146.94
"2015-05-07";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.14
"2015-05-07";"erva-mate";"Erva-mate folha em barranco arroba";16.81
"2015-05-07";"suíno";"Suíno em pé tipo carne não integrado kg";2.84
"2015-05-07";"vaca";"Vaca em pé (padrão corte) arroba";137.37
"2015-05-07";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";373.48
"2015-05-07";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-05-08";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-05-08";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
"2015-05-08";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";49.83
"2015-05-08";"café em coco";"Café em coco kg renda";5.98
"2015-05-08";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";109.06
"2015-05-08";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";94.44
"2015-05-08";"milho";"Milho amarelo tipo 1 sc 60 Kg";19.86
"2015-05-08";"soja";"Soja industrial tipo 1 sc 60 Kg";58.26
"2015-05-08";"trigo";"Trigo pão PH 78 sc 60 Kg";35.84
"2015-05-08";"boi";"Boi em pé arroba";147.0
"2015-05-08";"frango vivo";"Pesquisa descontinuada (Frango vivo)";2.14
"2015-05-08";"erva-mate";"Erva-mate folha em barranco arroba";16.81
"2015-05-08";"suíno";"Suíno em pé tipo carne não integrado kg";2.84
"2015-05-08";"vaca";"Vaca em pé (padrão corte) arroba";137.05
"2015-05-08";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";370.33
"2015-05-08";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2015-05-11";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2015-05-11";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";53.0
